date;month;day;year;season;fragment;period;GPP;NPP8;biomass
Apr-23-2011;Apr;23;2011;fall;non_urban;dry;573.507;295.098;737.745
May-1-2011;May;1;2011;fall;non_urban;dry;667.949;343.443;858.607
May-9-2011;May;9;2011;fall;non_urban;dry;600.914;308.995;772.488
May-17-2011;May;17;2011;fall;non_urban;dry;586.558;301.661;754.153
May-25-2011;May;25;2011;fall;non_urban;dry;549.677;282.640;706.599
Jun-2-2011;Jun;2;2011;fall;non_urban;dry;511.676;263.133;657.833
Jun-10-2011;Jun;10;2011;fall;non_urban;dry;504.549;259.399;648.498
Jun-18-2011;Jun;18;2011;fall;non_urban;dry;554.213;284.725;711.812
Jun-26-2011;Jun;26;2011;winter;non_urban;dry;540.838;278.223;695.557
Jul-4-2011;Jul;4;2011;winter;non_urban;dry;453.137;232.822;582.056
Jul-12-2011;Jul;12;2011;winter;non_urban;dry;598.086;307.349;768.373
Jul-20-2011;Jul;20;2011;winter;non_urban;dry;543.657;279.359;698.398
Jul-28-2011;Jul;28;2011;winter;non_urban;dry;523.650;269.279;673.197
Aug-5-2011;Aug;5;2011;winter;non_urban;dry;615.101;316.259;790.648
Aug-13-2011;Aug;13;2011;winter;non_urban;dry;594.177;305.403;763.507
Aug-21-2011;Aug;21;2011;winter;non_urban;dry;576.725;296.796;741.989
Aug-29-2011;Aug;29;2011;winter;non_urban;dry;687.152;353.444;883.609
Sep-6-2011;Sep;6;2011;winter;non_urban;dry;693.579;357.056;892.640
Sep-14-2011;Sep;14;2011;winter;non_urban;dry;734.743;378.392;945.980
Sep-22-2011;Sep;22;2011;winter;non_urban;dry;711.731;366.778;916.944
Sep-30-2011;Sep;30;2011;spring;non_urban;rainy;789.600;406.417;1016.043
Oct-8-2011;Oct;8;2011;spring;non_urban;rainy;699.249;359.839;899.597
Oct-15-2011;Oct;15;2011;spring;non_urban;rainy;654.347;336.981;842.454
Oct-24-2011;Oct;24;2011;spring;non_urban;rainy;840.199;432.301;1080.754
Nov-1-2011;Nov;1;2011;spring;non_urban;rainy;944.512;486.683;1216.708
Nov-9-2011;Nov;9;2011;spring;non_urban;rainy;810.646;417.612;1044.030
Nov-17-2011;Nov;17;2011;spring;non_urban;rainy;773.239;398.372;995.930
Nov-25-2011;Nov;25;2011;spring;non_urban;rainy;603.485;310.619;776.547
Dec-3-2011;Dec;3;2011;spring;non_urban;rainy;692.607;356.562;891.405
Dec-11-2011;Dec;11;2011;spring;non_urban;rainy;726.831;374.321;935.802
Dec-19-2011;Dec;19;2011;spring;non_urban;rainy;860.684;443.215;1108.038
Dec-27-2011;Dec;27;2011;summer;non_urban;rainy;566.350;291.514;728.784
Jan-1-2012;Jan;1;2012;summer;non_urban;rainy;706.502;364.106;910.264
Jan-9-2012;Jan;9;2012;summer;non_urban;rainy;758.479;391.046;977.615
Jan-17-2012;Jan;17;2012;summer;non_urban;rainy;902.588;465.479;1163.698
Jan-25-2012;Jan;25;2012;summer;non_urban;rainy;802.413;413.473;1033.681
Feb-2-2012;Feb;2;2012;summer;non_urban;rainy;1080.910;556.924;1392.309
Feb-10-2012;Feb;10;2012;summer;non_urban;rainy;859.068;443.429;1108.573
Feb-18-2012;Feb;18;2012;summer;non_urban;rainy;746.869;385.199;962.997
Feb-26-2012;Feb;26;2012;summer;non_urban;rainy;871.181;449.113;1122.782
Mar-5-2012;Mar;5;2012;summer;non_urban;rainy;828.321;427.245;1068.113
Mar-13-2012;Mar;13;2012;summer;non_urban;rainy;731.775;377.371;943.427
Mar-21-2012;Mar;21;2012;fall;non_urban;dry;710.070;366.244;915.611
Mar-29-2012;Mar;29;2012;fall;non_urban;dry;671.347;346.264;865.660
Apr-6-2012;Apr;6;2012;fall;non_urban;dry;641.979;331.076;827.690
Apr-14-2012;Apr;14;2012;fall;non_urban;dry;704.771;363.060;907.651
Apr-22-2012;Apr;22;2012;fall;non_urban;dry;588.081;302.797;756.993
Apr-30-2012;Apr;30;2012;fall;non_urban;dry;567.825;292.543;731.359
May-8-2012;May;8;2012;fall;non_urban;dry;470.073;242.028;605.069
May-16-2012;May;16;2012;fall;non_urban;dry;558.621;287.821;719.553
May-24-2012;May;24;2012;fall;non_urban;dry;591.130;304.494;761.235
Jun-1-2012;Jun;1;2012;fall;non_urban;dry;422.425;217.637;544.092
Jun-9-2012;Jun;9;2012;fall;non_urban;dry;531.691;273.683;684.209
Jun-17-2012;Jun;17;2012;fall;non_urban;dry;471.429;242.781;606.953
Jun-25-2012;Jun;25;2012;winter;non_urban;dry;561.831;289.308;723.269
Jul-3-2012;Jul;3;2012;winter;non_urban;dry;550.715;283.679;709.197
Jul-11-2012;Jul;11;2012;winter;non_urban;dry;449.866;231.677;579.193
Jul-19-2012;Jul;19;2012;winter;non_urban;dry;606.270;312.218;780.546
Jul-27-2012;Jul;27;2012;winter;non_urban;dry;589.047;303.487;758.719
Aug-4-2012;Aug;4;2012;winter;non_urban;dry;648.611;334.132;835.329
Aug-12-2012;Aug;12;2012;winter;non_urban;dry;691.974;356.786;891.965
Aug-20-2012;Aug;20;2012;winter;non_urban;dry;755.512;389.329;973.321
Aug-28-2012;Aug;28;2012;winter;non_urban;dry;740.312;381.676;954.190
Sep-5-2012;Sep;5;2012;winter;non_urban;dry;721.778;371.966;929.915
Sep-13-2012;Sep;13;2012;winter;non_urban;dry;682.903;351.996;879.991
Sep-21-2012;Sep;21;2012;winter;non_urban;dry;603.786;311.209;778.023
Sep-29-2012;Sep;29;2012;spring;non_urban;rainy;885.696;456.660;1141.649
Oct-7-2012;Oct;7;2012;spring;non_urban;rainy;827.652;426.787;1066.969
Oct-15-2012;Oct;15;2012;spring;non_urban;rainy;733.944;378.934;947.334
Oct-23-2012;Oct;23;2012;spring;non_urban;rainy;681.763;351.641;879.103
Oct-31-2012;Oct;31;2012;spring;non_urban;rainy;723.561;372.974;932.435
Nov-8-2012;Nov;8;2012;spring;non_urban;rainy;603.436;311.073;777.683
Nov-16-2012;Nov;16;2012;spring;non_urban;rainy;918.493;473.437;1183.592
Nov-24-2012;Nov;24;2012;spring;non_urban;rainy;800.719;412.857;1032.142
Dec-2-2012;Dec;2;2012;spring;non_urban;rainy;940.342;484.663;1211.658
Dec-10-2012;Dec;10;2012;spring;non_urban;rainy;690.936;356.147;890.368
Dec-18-2012;Dec;18;2012;spring;non_urban;rainy;924.900;476.848;1192.120
Dec-26-2012;Dec;26;2012;summer;non_urban;rainy;601.539;309.950;774.875
Jan-1-2013;Jan;1;2013;summer;non_urban;rainy;716.429;362.337;905.843
Jan-9-2013;Jan;9;2013;summer;non_urban;rainy;501.218;253.391;633.478
Jan-17-2013;Jan;17;2013;summer;non_urban;rainy;876.139;442.545;1106.363
Jan-25-2013;Jan;25;2013;summer;non_urban;rainy;709.691;358.725;896.811
Feb-2-2013;Feb;2;2013;summer;non_urban;rainy;603.038;305.107;762.768
Feb-10-2013;Feb;10;2013;summer;non_urban;rainy;703.654;355.886;889.715
Feb-18-2013;Feb;18;2013;summer;non_urban;rainy;909.162;460.473;1151.182
Feb-26-2013;Feb;26;2013;summer;non_urban;rainy;625.135;317.256;793.139
Mar-6-2013;Mar;6;2013;summer;non_urban;rainy;604.736;306.622;766.556
Mar-14-2013;Mar;14;2013;summer;non_urban;rainy;543.858;275.385;688.461
Mar-22-2013;Mar;22;2013;fall;non_urban;dry;592.794;300.226;750.566
Mar-30-2013;Mar;30;2013;fall;non_urban;dry;636.206;321.452;803.630
Apr-7-2013;Apr;7;2013;fall;non_urban;dry;546.486;276.530;691.326
Apr-15-2013;Apr;15;2013;fall;non_urban;dry;706.522;357.066;892.666
Apr-23-2013;Apr;23;2013;fall;non_urban;dry;688.389;348.227;870.567
May-1-2013;May;1;2013;fall;non_urban;dry;638.753;323.058;807.645
May-9-2013;May;9;2013;fall;non_urban;dry;638.485;322.789;806.972
May-17-2013;May;17;2013;fall;non_urban;dry;496.799;251.330;628.325
May-25-2013;May;25;2013;fall;non_urban;dry;454.292;229.590;573.975
Jun-2-2013;Jun;2;2013;fall;non_urban;dry;544.643;274.922;687.304
Jun-10-2013;Jun;10;2013;fall;non_urban;dry;523.902;264.272;660.680
Jun-18-2013;Jun;18;2013;fall;non_urban;dry;511.190;258.380;645.951
Jun-26-2013;Jun;26;2013;winter;non_urban;dry;486.437;245.886;614.715
Jul-4-2013;Jul;4;2013;winter;non_urban;dry;564.618;285.321;713.302
Jul-12-2013;Jul;12;2013;winter;non_urban;dry;583.179;294.808;737.021
Jul-20-2013;Jul;20;2013;winter;non_urban;dry;417.445;211.111;527.777
Jul-28-2013;Jul;28;2013;winter;non_urban;dry;614.351;310.537;776.343
Aug-5-2013;Aug;5;2013;winter;non_urban;dry;607.324;307.097;767.742
Aug-13-2013;Aug;13;2013;winter;non_urban;dry;572.772;289.705;724.261
Aug-21-2013;Aug;21;2013;winter;non_urban;dry;662.606;335.625;839.062
Aug-29-2013;Aug;29;2013;winter;non_urban;dry;643.446;325.787;814.468
Sep-6-2013;Sep;6;2013;winter;non_urban;dry;818.909;414.164;1035.411
Sep-14-2013;Sep;14;2013;winter;non_urban;dry;678.991;344.092;860.230
Sep-22-2013;Sep;22;2013;winter;non_urban;dry;702.271;356.135;890.338
Sep-30-2013;Sep;30;2013;spring;non_urban;rainy;631.526;319.987;799.968
Oct-8-2013;Oct;8;2013;spring;non_urban;rainy;844.327;427.512;1068.781
Oct-16-2013;Oct;16;2013;spring;non_urban;rainy;774.214;392.005;980.012
Oct-24-2013;Oct;24;2013;spring;non_urban;rainy;802.162;406.706;1016.764
Nov-1-2013;Nov;1;2013;spring;non_urban;rainy;694.472;352.226;880.566
Nov-9-2013;Nov;9;2013;spring;non_urban;rainy;894.337;453.156;1132.889
Nov-17-2013;Nov;17;2013;spring;non_urban;rainy;761.304;385.417;963.543
Nov-25-2013;Nov;25;2013;spring;non_urban;rainy;686.978;348.168;870.420
Dec-3-2013;Dec;3;2013;spring;non_urban;rainy;930.683;471.324;1178.310
Dec-11-2013;Dec;11;2013;spring;non_urban;rainy;810.292;410.603;1026.508
Dec-19-2013;Dec;19;2013;spring;non_urban;rainy;719.763;364.702;911.755
Dec-27-2013;Dec;27;2013;summer;non_urban;rainy;441.442;223.563;558.908
Jan-1-2014;Jan;1;2014;summer;non_urban;rainy;975.575;498.132;1245.329
Jan-9-2014;Jan;9;2014;summer;non_urban;rainy;955.482;488.039;1220.098
Jan-17-2014;Jan;17;2014;summer;non_urban;rainy;896.532;457.655;1144.136
Jan-25-2014;Jan;25;2014;summer;non_urban;rainy;948.876;485.049;1212.622
Feb-2-2014;Feb;2;2014;summer;non_urban;rainy;935.638;477.951;1194.878
Feb-10-2014;Feb;10;2014;summer;non_urban;rainy;760.129;388.561;971.402
Feb-18-2014;Feb;18;2014;summer;non_urban;rainy;851.990;435.460;1088.651
Feb-26-2014;Feb;26;2014;summer;non_urban;rainy;722.495;369.374;923.434
Mar-6-2014;Mar;6;2014;summer;non_urban;rainy;644.402;329.614;824.035
Mar-14-2014;Mar;14;2014;summer;non_urban;rainy;770.036;393.483;983.707
Mar-22-2014;Mar;22;2014;fall;non_urban;dry;740.618;378.145;945.363
Mar-30-2014;Mar;30;2014;fall;non_urban;dry;696.902;355.979;889.948
Apr-7-2014;Apr;7;2014;fall;non_urban;dry;642.861;328.304;820.760
Apr-15-2014;Apr;15;2014;fall;non_urban;dry;570.819;291.699;729.248
Apr-23-2014;Apr;23;2014;fall;non_urban;dry;619.796;316.342;790.855
May-1-2014;May;1;2014;fall;non_urban;dry;641.554;327.694;819.236
May-9-2014;May;9;2014;fall;non_urban;dry;610.655;311.763;779.408
May-17-2014;May;17;2014;fall;non_urban;dry;507.725;259.241;648.103
May-25-2014;May;25;2014;fall;non_urban;dry;470.736;240.432;601.080
Jun-2-2014;Jun;2;2014;fall;non_urban;dry;511.716;261.267;653.169
Jun-10-2014;Jun;10;2014;fall;non_urban;dry;535.409;273.134;682.836
Jun-18-2014;Jun;18;2014;fall;non_urban;dry;493.500;251.862;629.656
Jun-26-2014;Jun;26;2014;winter;non_urban;dry;527.511;269.184;672.959
Jul-4-2014;Jul;4;2014;winter;non_urban;dry;492.998;251.597;628.992
Jul-12-2014;Jul;12;2014;winter;non_urban;dry;557.929;284.581;711.454
Jul-20-2014;Jul;20;2014;winter;non_urban;dry;466.200;238.018;595.046
Jul-28-2014;Jul;28;2014;winter;non_urban;dry;577.922;294.958;737.396
Aug-5-2014;Aug;5;2014;winter;non_urban;dry;623.449;318.352;795.881
Aug-13-2014;Aug;13;2014;winter;non_urban;dry;558.861;285.366;713.416
Aug-21-2014;Aug;21;2014;winter;non_urban;dry;633.036;323.203;808.008
Aug-29-2014;Aug;29;2014;winter;non_urban;dry;665.159;339.699;849.248
Sep-6-2014;Sep;6;2014;winter;non_urban;dry;793.272;405.283;1013.207
Sep-14-2014;Sep;14;2014;winter;non_urban;dry;660.190;337.191;842.977
Sep-22-2014;Sep;22;2014;winter;non_urban;dry;738.946;377.747;944.368
Sep-30-2014;Sep;30;2014;spring;non_urban;rainy;778.600;398.033;995.082
Oct-8-2014;Oct;8;2014;spring;non_urban;rainy;817.817;417.960;1044.900
Oct-16-2014;Oct;16;2014;spring;non_urban;rainy;819.068;418.733;1046.833
Oct-24-2014;Oct;24;2014;spring;non_urban;rainy;812.345;415.542;1038.854
Nov-1-2014;Nov;1;2014;spring;non_urban;rainy;812.143;415.257;1038.143
Nov-9-2014;Nov;9;2014;spring;non_urban;rainy;751.322;384.334;960.834
Nov-17-2014;Nov;17;2014;spring;non_urban;rainy;848.929;434.053;1085.131
Nov-25-2014;Nov;25;2014;spring;non_urban;rainy;830.760;424.865;1062.163
Dec-3-2014;Dec;3;2014;spring;non_urban;rainy;975.310;498.454;1246.135
Dec-11-2014;Dec;11;2014;spring;non_urban;rainy;849.410;434.197;1085.494
Dec-19-2014;Dec;19;2014;spring;non_urban;rainy;723.115;369.558;923.896
Dec-27-2014;Dec;27;2014;summer;non_urban;rainy;447.468;228.675;571.688
Jan-1-2015;Jan;1;2015;summer;non_urban;rainy;752.411;367.968;919.920
Jan-9-2015;Jan;9;2015;summer;non_urban;rainy;780.771;381.666;954.166
Jan-17-2015;Jan;17;2015;summer;non_urban;rainy;688.227;336.597;841.492
Jan-25-2015;Jan;25;2015;summer;non_urban;rainy;573.775;280.742;701.854
Feb-2-2015;Feb;2;2015;summer;non_urban;rainy;513.237;251.170;627.924
Feb-10-2015;Feb;10;2015;summer;non_urban;rainy;691.029;337.921;844.803
Feb-18-2015;Feb;18;2015;summer;non_urban;rainy;817.253;399.498;998.746
Feb-26-2015;Feb;26;2015;summer;non_urban;rainy;782.593;383.034;957.585
Mar-6-2015;Mar;6;2015;summer;non_urban;rainy;458.386;224.342;560.855
Mar-14-2015;Mar;14;2015;summer;non_urban;rainy;546.799;267.440;668.601
Mar-22-2015;Mar;22;2015;fall;non_urban;dry;729.560;356.953;892.382
Mar-30-2015;Mar;30;2015;fall;non_urban;dry;714.738;349.875;874.689
Apr-7-2015;Apr;7;2015;fall;non_urban;dry;742.122;362.929;907.322
Apr-15-2015;Apr;15;2015;fall;non_urban;dry;602.439;294.534;736.334
Apr-23-2015;Apr;23;2015;fall;non_urban;dry;673.078;329.008;822.520
May-1-2015;May;1;2015;fall;non_urban;dry;574.044;280.381;700.951
May-9-2015;May;9;2015;fall;non_urban;dry;553.110;270.198;675.494
May-17-2015;May;17;2015;fall;non_urban;dry;508.555;248.529;621.321
May-25-2015;May;25;2015;fall;non_urban;dry;489.297;239.058;597.645
Jun-2-2015;Jun;2;2015;fall;non_urban;dry;564.963;275.847;689.616
Jun-10-2015;Jun;10;2015;fall;non_urban;dry;477.254;232.988;582.469
Jun-18-2015;Jun;18;2015;fall;non_urban;dry;435.415;212.690;531.724
Jun-26-2015;Jun;26;2015;winter;non_urban;dry;524.977;256.357;640.893
Jul-4-2015;Jul;4;2015;winter;non_urban;dry;406.914;198.818;497.045
Jul-12-2015;Jul;12;2015;winter;non_urban;dry;520.003;254.006;635.015
Jul-20-2015;Jul;20;2015;winter;non_urban;dry;483.839;236.119;590.298
Jul-28-2015;Jul;28;2015;winter;non_urban;dry;628.515;306.830;767.076
Aug-5-2015;Aug;5;2015;winter;non_urban;dry;677.315;330.792;826.979
Aug-13-2015;Aug;13;2015;winter;non_urban;dry;687.001;335.516;838.790
Aug-21-2015;Aug;21;2015;winter;non_urban;dry;597.534;291.952;729.879
Aug-29-2015;Aug;29;2015;winter;non_urban;dry;623.428;304.679;761.697
Sep-6-2015;Sep;6;2015;winter;non_urban;dry;451.765;220.805;552.011
Sep-14-2015;Sep;14;2015;winter;non_urban;dry;748.872;365.917;914.794
Sep-22-2015;Sep;22;2015;winter;non_urban;dry;646.863;315.867;789.669
Sep-30-2015;Sep;30;2015;spring;non_urban;rainy;726.326;355.185;887.962
Oct-8-2015;Oct;8;2015;spring;non_urban;rainy;788.684;385.488;963.719
Oct-16-2015;Oct;16;2015;spring;non_urban;rainy;711.523;348.249;870.624
Oct-24-2015;Oct;24;2015;spring;non_urban;rainy;714.799;349.579;873.949
Nov-1-2015;Nov;1;2015;spring;non_urban;rainy;642.615;314.264;785.660
Nov-9-2015;Nov;9;2015;spring;non_urban;rainy;799.945;391.133;977.832
Nov-17-2015;Nov;17;2015;spring;non_urban;rainy;741.252;362.600;906.499
Nov-25-2015;Nov;25;2015;spring;non_urban;rainy;835.819;408.635;1021.588
Dec-3-2015;Dec;3;2015;spring;non_urban;rainy;746.052;364.516;911.290
Dec-11-2015;Dec;11;2015;spring;non_urban;rainy;876.139;428.431;1071.077
Dec-19-2015;Dec;19;2015;spring;non_urban;rainy;995.384;486.612;1216.530
Dec-27-2015;Dec;27;2015;summer;non_urban;rainy;428.082;209.276;523.189
Jan-1-2016;Jan;1;2016;summer;non_urban;rainy;858.836;425.261;1063.152
Jan-9-2016;Jan;9;2016;summer;non_urban;rainy;626.970;310.442;776.104
Jan-17-2016;Jan;17;2016;summer;non_urban;rainy;814.280;402.996;1007.490
Jan-25-2016;Jan;25;2016;summer;non_urban;rainy;913.122;452.393;1130.983
Feb-2-2016;Feb;2;2016;summer;non_urban;rainy;947.773;469.038;1172.594
Feb-10-2016;Feb;10;2016;summer;non_urban;rainy;805.549;398.976;997.439
Feb-18-2016;Feb;18;2016;summer;non_urban;rainy;617.464;305.856;764.640
Feb-26-2016;Feb;26;2016;summer;non_urban;rainy;518.686;256.883;642.206
Mar-5-2016;Mar;5;2016;summer;non_urban;rainy;675.188;334.494;836.236
Mar-13-2016;Mar;13;2016;summer;non_urban;rainy;785.503;388.346;970.865
Mar-21-2016;Mar;21;2016;fall;non_urban;dry;667.596;330.211;825.528
Mar-29-2016;Mar;29;2016;fall;non_urban;dry;709.720;350.885;877.213
Apr-6-2016;Apr;6;2016;fall;non_urban;dry;837.971;414.456;1036.141
Apr-14-2016;Apr;14;2016;fall;non_urban;dry;750.678;371.452;928.631
Apr-22-2016;Apr;22;2016;fall;non_urban;dry;515.138;255.376;638.440
Apr-30-2016;Apr;30;2016;fall;non_urban;dry;667.568;330.471;826.177
May-8-2016;May;8;2016;fall;non_urban;dry;534.875;265.280;663.199
May-16-2016;May;16;2016;fall;non_urban;dry;428.532;212.510;531.274
May-24-2016;May;24;2016;fall;non_urban;dry;508.133;251.095;627.737
Jun-1-2016;Jun;1;2016;fall;non_urban;dry;342.044;169.447;423.618
Jun-9-2016;Jun;9;2016;fall;non_urban;dry;540.924;267.168;667.921
Jun-17-2016;Jun;17;2016;fall;non_urban;dry;511.915;252.836;632.090
Jun-25-2016;Jun;25;2016;winter;non_urban;dry;522.790;258.506;646.266
Jul-3-2016;Jul;3;2016;winter;non_urban;dry;589.720;291.415;728.537
Jul-11-2016;Jul;11;2016;winter;non_urban;dry;522.148;258.214;645.535
Jul-19-2016;Jul;19;2016;winter;non_urban;dry;532.272;263.134;657.835
Jul-27-2016;Jul;27;2016;winter;non_urban;dry;538.093;266.169;665.423
Aug-4-2016;Aug;4;2016;winter;non_urban;dry;536.684;265.830;664.575
Aug-12-2016;Aug;12;2016;winter;non_urban;dry;619.992;306.963;767.407
Aug-20-2016;Aug;20;2016;winter;non_urban;dry;647.658;320.753;801.883
Aug-28-2016;Aug;28;2016;winter;non_urban;dry;661.960;328.118;820.295
Sep-5-2016;Sep;5;2016;winter;non_urban;dry;690.389;342.087;855.217
Sep-13-2016;Sep;13;2016;winter;non_urban;dry;574.271;284.521;711.302
Sep-21-2016;Sep;21;2016;winter;non_urban;dry;772.871;383.611;959.027
Sep-29-2016;Sep;29;2016;spring;non_urban;rainy;502.484;250.139;625.346
Oct-7-2016;Oct;7;2016;spring;non_urban;rainy;795.680;394.378;985.945
Oct-15-2016;Oct;15;2016;spring;non_urban;rainy;789.232;392.254;980.635
Oct-23-2016;Oct;23;2016;spring;non_urban;rainy;722.419;359.662;899.156
Oct-31-2016;Oct;31;2016;spring;non_urban;rainy;700.990;348.983;872.458
Nov-8-2016;Nov;8;2016;spring;non_urban;rainy;711.805;353.874;884.685
Nov-16-2016;Nov;16;2016;spring;non_urban;rainy;855.119;424.524;1061.311
Nov-24-2016;Nov;24;2016;spring;non_urban;rainy;918.420;455.485;1138.712
Dec-2-2016;Dec;2;2016;spring;non_urban;rainy;858.483;425.561;1063.903
Dec-10-2016;Dec;10;2016;spring;non_urban;rainy;668.699;331.611;829.026
Dec-18-2016;Dec;18;2016;spring;non_urban;rainy;805.813;399.986;999.966
Dec-26-2016;Dec;26;2016;summer;non_urban;rainy;742.967;368.157;920.393
Jan-1-2017;Jan;1;2017;summer;non_urban;rainy;735.923;379.389;948.472
Jan-9-2017;Jan;9;2017;summer;non_urban;rainy;817.438;421.134;1052.836
Jan-17-2017;Jan;17;2017;summer;non_urban;rainy;765.817;394.762;986.905
Jan-25-2017;Jan;25;2017;summer;non_urban;rainy;853.520;439.945;1099.862
Feb-2-2017;Feb;2;2017;summer;non_urban;rainy;697.540;359.780;899.451
Feb-10-2017;Feb;10;2017;summer;non_urban;rainy;1012.087;521.735;1304.338
Feb-18-2017;Feb;18;2017;summer;non_urban;rainy;770.314;397.212;993.031
Feb-26-2017;Feb;26;2017;summer;non_urban;rainy;564.603;291.268;728.170
Mar-6-2017;Mar;6;2017;summer;non_urban;rainy;683.195;352.524;881.310
Mar-14-2017;Mar;14;2017;summer;non_urban;rainy;609.121;314.199;785.499
Mar-22-2017;Mar;22;2017;fall;non_urban;dry;802.235;413.559;1033.899
Mar-30-2017;Mar;30;2017;fall;non_urban;dry;799.599;411.853;1029.634
Apr-7-2017;Apr;7;2017;fall;non_urban;dry;633.233;326.144;815.359
Apr-15-2017;Apr;15;2017;fall;non_urban;dry;658.280;339.324;848.310
Apr-23-2017;Apr;23;2017;fall;non_urban;dry;557.227;287.244;718.111
May-1-2017;May;1;2017;fall;non_urban;dry;600.976;309.552;773.879
May-9-2017;May;9;2017;fall;non_urban;dry;614.191;316.424;791.059
May-17-2017;May;17;2017;fall;non_urban;dry;382.523;196.789;491.972
May-25-2017;May;25;2017;fall;non_urban;dry;573.155;294.965;737.412
Jun-2-2017;Jun;2;2017;fall;non_urban;dry;524.144;269.448;673.620
Jun-10-2017;Jun;10;2017;fall;non_urban;dry;495.159;254.659;636.649
Jun-18-2017;Jun;18;2017;fall;non_urban;dry;520.574;267.561;668.904
Jun-26-2017;Jun;26;2017;winter;non_urban;dry;533.457;274.436;686.091
Jul-4-2017;Jul;4;2017;winter;non_urban;dry;518.683;266.815;667.037
Jul-12-2017;Jul;12;2017;winter;non_urban;dry;556.945;286.629;716.572
Jul-20-2017;Jul;20;2017;winter;non_urban;dry;624.145;321.099;802.748
Jul-28-2017;Jul;28;2017;winter;non_urban;dry;630.471;324.651;811.627
Aug-5-2017;Aug;5;2017;winter;non_urban;dry;599.995;309.036;772.589
Aug-13-2017;Aug;13;2017;winter;non_urban;dry;490.957;252.874;632.184
Aug-21-2017;Aug;21;2017;winter;non_urban;dry;647.219;333.444;833.609
Aug-29-2017;Aug;29;2017;winter;non_urban;dry;741.424;382.055;955.136
Sep-6-2017;Sep;6;2017;winter;non_urban;dry;817.997;421.620;1054.050
Sep-14-2017;Sep;14;2017;winter;non_urban;dry;837.166;431.790;1079.474
Sep-22-2017;Sep;22;2017;winter;non_urban;dry;740.484;382.064;955.159
Sep-30-2017;Sep;30;2017;spring;non_urban;rainy;636.866;328.618;821.544
Oct-8-2017;Oct;8;2017;spring;non_urban;rainy;776.035;400.479;1001.198
Oct-16-2017;Oct;16;2017;spring;non_urban;rainy;692.886;357.794;894.485
Oct-24-2017;Oct;24;2017;spring;non_urban;rainy;622.385;321.352;803.379
Nov-1-2017;Nov;1;2017;spring;non_urban;rainy;691.520;357.038;892.596
Nov-9-2017;Nov;9;2017;spring;non_urban;rainy;860.048;443.707;1109.268
Nov-17-2017;Nov;17;2017;spring;non_urban;rainy;775.729;400.065;1000.163
Nov-25-2017;Nov;25;2017;spring;non_urban;rainy;782.101;403.084;1007.709
Dec-3-2017;Dec;3;2017;spring;non_urban;rainy;897.366;462.553;1156.383
Dec-11-2017;Dec;11;2017;spring;non_urban;rainy;989.665;510.331;1275.827
Dec-19-2017;Dec;19;2017;spring;non_urban;rainy;824.598;425.193;1062.983
Dec-27-2017;Dec;27;2017;summer;non_urban;rainy;301.559;155.561;388.903
Jan-1-2018;Jan;1;2018;summer;non_urban;rainy;651.600;324.518;811.295
Jan-9-2018;Jan;9;2018;summer;non_urban;rainy;694.112;345.815;864.537
Jan-17-2018;Jan;17;2018;summer;non_urban;rainy;843.461;419.981;1049.953
Jan-25-2018;Jan;25;2018;summer;non_urban;rainy;809.984;403.334;1008.336
Feb-2-2018;Feb;2;2018;summer;non_urban;rainy;696.694;347.439;868.598
Feb-10-2018;Feb;10;2018;summer;non_urban;rainy;681.377;339.585;848.962
Feb-18-2018;Feb;18;2018;summer;non_urban;rainy;633.403;315.709;789.273
Feb-26-2018;Feb;26;2018;summer;non_urban;rainy;729.230;363.361;908.403
Mar-6-2018;Mar;6;2018;summer;non_urban;rainy;754.872;375.927;939.818
Mar-14-2018;Mar;14;2018;summer;non_urban;rainy;706.961;352.264;880.659
Mar-22-2018;Mar;22;2018;fall;non_urban;dry;882.978;439.268;1098.170
Mar-30-2018;Mar;30;2018;fall;non_urban;dry;658.693;328.036;820.091
Apr-7-2018;Apr;7;2018;fall;non_urban;dry;740.071;368.101;920.253
Apr-15-2018;Apr;15;2018;fall;non_urban;dry;654.391;325.702;814.255
Apr-23-2018;Apr;23;2018;fall;non_urban;dry;706.484;351.081;877.702
May-1-2018;May;1;2018;fall;non_urban;dry;668.106;331.967;829.917
May-9-2018;May;9;2018;fall;non_urban;dry;607.029;301.679;754.198
May-17-2018;May;17;2018;fall;non_urban;dry;560.722;278.815;697.036
May-25-2018;May;25;2018;fall;non_urban;dry;569.585;282.951;707.378
Jun-2-2018;Jun;2;2018;fall;non_urban;dry;391.292;194.489;486.222
Jun-10-2018;Jun;10;2018;fall;non_urban;dry;408.371;203.079;507.698
Jun-18-2018;Jun;18;2018;fall;non_urban;dry;528.303;262.528;656.319
Jun-26-2018;Jun;26;2018;winter;non_urban;dry;580.548;288.771;721.927
Jul-4-2018;Jul;4;2018;winter;non_urban;dry;518.557;257.763;644.407
Jul-12-2018;Jul;12;2018;winter;non_urban;dry;595.862;296.173;740.432
Jul-20-2018;Jul;20;2018;winter;non_urban;dry;601.266;298.824;747.061
Jul-28-2018;Jul;28;2018;winter;non_urban;dry;486.358;241.996;604.991
Aug-5-2018;Aug;5;2018;winter;non_urban;dry;546.834;272.127;680.317
Aug-13-2018;Aug;13;2018;winter;non_urban;dry;621.392;308.968;772.420
Aug-21-2018;Aug;21;2018;winter;non_urban;dry;578.803;287.854;719.636
